"","location","city","country","utc","local","parameter","value","unit","latitude","longitude","attribution","fyh","fecha","horas","dias","meses"
"469","BAR-PDLA - Parque de las Aguas","Medellin","CO","2019-08-21T17:00:00.000Z","2019-08-21T12:00:00-05:00","o3",0.0375,"ppm",6.4067135,-75.419487,"[{""url"":""https://siata.gov.co/"",""name"":""Sistema de Alerta Temprana de Medellín y el Valle de Aburrá - SIATA""}]",2019-08-21 17:00:00,2019-08-21,17,21,8
"470","BAR-PDLA - Parque de las Aguas","Medellin","CO","2019-08-21T16:00:00.000Z","2019-08-21T11:00:00-05:00","o3",0.0356,"ppm",6.4067135,-75.419487,"[{""url"":""https://siata.gov.co/"",""name"":""Sistema de Alerta Temprana de Medellín y el Valle de Aburrá - SIATA""}]",2019-08-21 16:00:00,2019-08-21,16,21,8
"471","BAR-PDLA - Parque de las Aguas","Medellin","CO","2019-08-21T15:00:00.000Z","2019-08-21T10:00:00-05:00","o3",0.0283,"ppm",6.4067135,-75.419487,"[{""url"":""https://siata.gov.co/"",""name"":""Sistema de Alerta Temprana de Medellín y el Valle de Aburrá - SIATA""}]",2019-08-21 15:00:00,2019-08-21,15,21,8
"472","BAR-PDLA - Parque de las Aguas","Medellin","CO","2019-08-21T14:00:00.000Z","2019-08-21T09:00:00-05:00","o3",0.0124,"ppm",6.4067135,-75.419487,"[{""url"":""https://siata.gov.co/"",""name"":""Sistema de Alerta Temprana de Medellín y el Valle de Aburrá - SIATA""}]",2019-08-21 14:00:00,2019-08-21,14,21,8
"473","BAR-PDLA - Parque de las Aguas","Medellin","CO","2019-08-21T13:00:00.000Z","2019-08-21T08:00:00-05:00","o3",0.0029,"ppm",6.4067135,-75.419487,"[{""url"":""https://siata.gov.co/"",""name"":""Sistema de Alerta Temprana de Medellín y el Valle de Aburrá - SIATA""}]",2019-08-21 13:00:00,2019-08-21,13,21,8
"474","BAR-PDLA - Parque de las Aguas","Medellin","CO","2019-08-21T12:00:00.000Z","2019-08-21T07:00:00-05:00","o3",0.0017,"ppm",6.4067135,-75.419487,"[{""url"":""https://siata.gov.co/"",""name"":""Sistema de Alerta Temprana de Medellín y el Valle de Aburrá - SIATA""}]",2019-08-21 12:00:00,2019-08-21,12,21,8
"475","BAR-PDLA - Parque de las Aguas","Medellin","CO","2019-08-21T11:00:00.000Z","2019-08-21T06:00:00-05:00","o3",0.0016,"ppm",6.4067135,-75.419487,"[{""url"":""https://siata.gov.co/"",""name"":""Sistema de Alerta Temprana de Medellín y el Valle de Aburrá - SIATA""}]",2019-08-21 11:00:00,2019-08-21,11,21,8
"476","BAR-PDLA - Parque de las Aguas","Medellin","CO","2019-08-21T10:00:00.000Z","2019-08-21T05:00:00-05:00","o3",0.002,"ppm",6.4067135,-75.419487,"[{""url"":""https://siata.gov.co/"",""name"":""Sistema de Alerta Temprana de Medellín y el Valle de Aburrá - SIATA""}]",2019-08-21 10:00:00,2019-08-21,10,21,8
"477","BAR-PDLA - Parque de las Aguas","Medellin","CO","2019-08-21T09:00:00.000Z","2019-08-21T04:00:00-05:00","o3",0.0023,"ppm",6.4067135,-75.419487,"[{""url"":""https://siata.gov.co/"",""name"":""Sistema de Alerta Temprana de Medellín y el Valle de Aburrá - SIATA""}]",2019-08-21 09:00:00,2019-08-21,9,21,8
"478","BAR-PDLA - Parque de las Aguas","Medellin","CO","2019-08-21T08:00:00.000Z","2019-08-21T03:00:00-05:00","o3",0.0027,"ppm",6.4067135,-75.419487,"[{""url"":""https://siata.gov.co/"",""name"":""Sistema de Alerta Temprana de Medellín y el Valle de Aburrá - SIATA""}]",2019-08-21 08:00:00,2019-08-21,8,21,8
"479","BAR-PDLA - Parque de las Aguas","Medellin","CO","2019-08-21T07:00:00.000Z","2019-08-21T02:00:00-05:00","o3",0.004,"ppm",6.4067135,-75.419487,"[{""url"":""https://siata.gov.co/"",""name"":""Sistema de Alerta Temprana de Medellín y el Valle de Aburrá - SIATA""}]",2019-08-21 07:00:00,2019-08-21,7,21,8
"480","BAR-PDLA - Parque de las Aguas","Medellin","CO","2019-08-21T06:00:00.000Z","2019-08-21T01:00:00-05:00","o3",0.0067,"ppm",6.4067135,-75.419487,"[{""url"":""https://siata.gov.co/"",""name"":""Sistema de Alerta Temprana de Medellín y el Valle de Aburrá - SIATA""}]",2019-08-21 06:00:00,2019-08-21,6,21,8
"481","BAR-PDLA - Parque de las Aguas","Medellin","CO","2019-08-21T05:00:00.000Z","2019-08-21T00:00:00-05:00","o3",0.0113,"ppm",6.4067135,-75.419487,"[{""url"":""https://siata.gov.co/"",""name"":""Sistema de Alerta Temprana de Medellín y el Valle de Aburrá - SIATA""}]",2019-08-21 05:00:00,2019-08-21,5,21,8
"482","BAR-PDLA - Parque de las Aguas","Medellin","CO","2019-08-21T04:00:00.000Z","2019-08-20T23:00:00-05:00","o3",0.0163,"ppm",6.4067135,-75.419487,"[{""url"":""https://siata.gov.co/"",""name"":""Sistema de Alerta Temprana de Medellín y el Valle de Aburrá - SIATA""}]",2019-08-21 04:00:00,2019-08-21,4,21,8
"483","BAR-PDLA - Parque de las Aguas","Medellin","CO","2019-08-21T03:00:00.000Z","2019-08-20T22:00:00-05:00","o3",0.0194,"ppm",6.4067135,-75.419487,"[{""url"":""https://siata.gov.co/"",""name"":""Sistema de Alerta Temprana de Medellín y el Valle de Aburrá - SIATA""}]",2019-08-21 03:00:00,2019-08-21,3,21,8
"484","BAR-PDLA - Parque de las Aguas","Medellin","CO","2019-08-21T02:00:00.000Z","2019-08-20T21:00:00-05:00","o3",0.0233,"ppm",6.4067135,-75.419487,"[{""url"":""https://siata.gov.co/"",""name"":""Sistema de Alerta Temprana de Medellín y el Valle de Aburrá - SIATA""}]",2019-08-21 02:00:00,2019-08-21,2,21,8
"485","BAR-PDLA - Parque de las Aguas","Medellin","CO","2019-08-21T01:00:00.000Z","2019-08-20T20:00:00-05:00","o3",0.0207,"ppm",6.4067135,-75.419487,"[{""url"":""https://siata.gov.co/"",""name"":""Sistema de Alerta Temprana de Medellín y el Valle de Aburrá - SIATA""}]",2019-08-21 01:00:00,2019-08-21,1,21,8
"486","BAR-PDLA - Parque de las Aguas","Medellin","CO","2019-08-21T00:00:00.000Z","2019-08-20T19:00:00-05:00","o3",0.0291,"ppm",6.4067135,-75.419487,"[{""url"":""https://siata.gov.co/"",""name"":""Sistema de Alerta Temprana de Medellín y el Valle de Aburrá - SIATA""}]",2019-08-21 00:00:00,2019-08-21,0,21,8
"487","BAR-PDLA - Parque de las Aguas","Medellin","CO","2019-08-20T23:00:00.000Z","2019-08-20T18:00:00-05:00","o3",0.0374,"ppm",6.4067135,-75.419487,"[{""url"":""https://siata.gov.co/"",""name"":""Sistema de Alerta Temprana de Medellín y el Valle de Aburrá - SIATA""}]",2019-08-20 23:00:00,2019-08-20,23,20,8
"488","BAR-PDLA - Parque de las Aguas","Medellin","CO","2019-08-20T22:00:00.000Z","2019-08-20T17:00:00-05:00","o3",0.0397,"ppm",6.4067135,-75.419487,"[{""url"":""https://siata.gov.co/"",""name"":""Sistema de Alerta Temprana de Medellín y el Valle de Aburrá - SIATA""}]",2019-08-20 22:00:00,2019-08-20,22,20,8
"489","BAR-PDLA - Parque de las Aguas","Medellin","CO","2019-08-20T21:00:00.000Z","2019-08-20T16:00:00-05:00","o3",0.0356,"ppm",6.4067135,-75.419487,"[{""url"":""https://siata.gov.co/"",""name"":""Sistema de Alerta Temprana de Medellín y el Valle de Aburrá - SIATA""}]",2019-08-20 21:00:00,2019-08-20,21,20,8
"490","BAR-PDLA - Parque de las Aguas","Medellin","CO","2019-08-20T20:00:00.000Z","2019-08-20T15:00:00-05:00","o3",0.0339,"ppm",6.4067135,-75.419487,"[{""url"":""https://siata.gov.co/"",""name"":""Sistema de Alerta Temprana de Medellín y el Valle de Aburrá - SIATA""}]",2019-08-20 20:00:00,2019-08-20,20,20,8
"491","BAR-PDLA - Parque de las Aguas","Medellin","CO","2019-08-20T19:00:00.000Z","2019-08-20T14:00:00-05:00","o3",0.0327,"ppm",6.4067135,-75.419487,"[{""url"":""https://siata.gov.co/"",""name"":""Sistema de Alerta Temprana de Medellín y el Valle de Aburrá - SIATA""}]",2019-08-20 19:00:00,2019-08-20,19,20,8
"492","BAR-PDLA - Parque de las Aguas","Medellin","CO","2019-08-20T18:00:00.000Z","2019-08-20T13:00:00-05:00","o3",0.0331,"ppm",6.4067135,-75.419487,"[{""url"":""https://siata.gov.co/"",""name"":""Sistema de Alerta Temprana de Medellín y el Valle de Aburrá - SIATA""}]",2019-08-20 18:00:00,2019-08-20,18,20,8
"493","BAR-PDLA - Parque de las Aguas","Medellin","CO","2019-08-20T17:00:00.000Z","2019-08-20T12:00:00-05:00","o3",0.0381,"ppm",6.4067135,-75.419487,"[{""url"":""https://siata.gov.co/"",""name"":""Sistema de Alerta Temprana de Medellín y el Valle de Aburrá - SIATA""}]",2019-08-20 17:00:00,2019-08-20,17,20,8
"494","BAR-PDLA - Parque de las Aguas","Medellin","CO","2019-08-20T16:00:00.000Z","2019-08-20T11:00:00-05:00","o3",0.0366,"ppm",6.4067135,-75.419487,"[{""url"":""https://siata.gov.co/"",""name"":""Sistema de Alerta Temprana de Medellín y el Valle de Aburrá - SIATA""}]",2019-08-20 16:00:00,2019-08-20,16,20,8
"495","BAR-PDLA - Parque de las Aguas","Medellin","CO","2019-08-20T15:00:00.000Z","2019-08-20T10:00:00-05:00","o3",0.0213,"ppm",6.4067135,-75.419487,"[{""url"":""https://siata.gov.co/"",""name"":""Sistema de Alerta Temprana de Medellín y el Valle de Aburrá - SIATA""}]",2019-08-20 15:00:00,2019-08-20,15,20,8
"496","BAR-PDLA - Parque de las Aguas","Medellin","CO","2019-08-20T14:00:00.000Z","2019-08-20T09:00:00-05:00","o3",0.0089,"ppm",6.4067135,-75.419487,"[{""url"":""https://siata.gov.co/"",""name"":""Sistema de Alerta Temprana de Medellín y el Valle de Aburrá - SIATA""}]",2019-08-20 14:00:00,2019-08-20,14,20,8
"497","BAR-PDLA - Parque de las Aguas","Medellin","CO","2019-08-20T13:00:00.000Z","2019-08-20T08:00:00-05:00","o3",0.0024,"ppm",6.4067135,-75.419487,"[{""url"":""https://siata.gov.co/"",""name"":""Sistema de Alerta Temprana de Medellín y el Valle de Aburrá - SIATA""}]",2019-08-20 13:00:00,2019-08-20,13,20,8
"498","BAR-PDLA - Parque de las Aguas","Medellin","CO","2019-08-20T12:00:00.000Z","2019-08-20T07:00:00-05:00","o3",0.0013,"ppm",6.4067135,-75.419487,"[{""url"":""https://siata.gov.co/"",""name"":""Sistema de Alerta Temprana de Medellín y el Valle de Aburrá - SIATA""}]",2019-08-20 12:00:00,2019-08-20,12,20,8
"499","BAR-PDLA - Parque de las Aguas","Medellin","CO","2019-08-20T11:00:00.000Z","2019-08-20T06:00:00-05:00","o3",0.0021,"ppm",6.4067135,-75.419487,"[{""url"":""https://siata.gov.co/"",""name"":""Sistema de Alerta Temprana de Medellín y el Valle de Aburrá - SIATA""}]",2019-08-20 11:00:00,2019-08-20,11,20,8
"500","BAR-PDLA - Parque de las Aguas","Medellin","CO","2019-08-20T10:00:00.000Z","2019-08-20T05:00:00-05:00","o3",9e-04,"ppm",6.4067135,-75.419487,"[{""url"":""https://siata.gov.co/"",""name"":""Sistema de Alerta Temprana de Medellín y el Valle de Aburrá - SIATA""}]",2019-08-20 10:00:00,2019-08-20,10,20,8
"501","BAR-PDLA - Parque de las Aguas","Medellin","CO","2019-08-20T09:00:00.000Z","2019-08-20T04:00:00-05:00","o3",0.0013,"ppm",6.4067135,-75.419487,"[{""url"":""https://siata.gov.co/"",""name"":""Sistema de Alerta Temprana de Medellín y el Valle de Aburrá - SIATA""}]",2019-08-20 09:00:00,2019-08-20,9,20,8
"502","BAR-PDLA - Parque de las Aguas","Medellin","CO","2019-08-20T08:00:00.000Z","2019-08-20T03:00:00-05:00","o3",0.0017,"ppm",6.4067135,-75.419487,"[{""url"":""https://siata.gov.co/"",""name"":""Sistema de Alerta Temprana de Medellín y el Valle de Aburrá - SIATA""}]",2019-08-20 08:00:00,2019-08-20,8,20,8
"503","BAR-PDLA - Parque de las Aguas","Medellin","CO","2019-08-20T07:00:00.000Z","2019-08-20T02:00:00-05:00","o3",0.0033,"ppm",6.4067135,-75.419487,"[{""url"":""https://siata.gov.co/"",""name"":""Sistema de Alerta Temprana de Medellín y el Valle de Aburrá - SIATA""}]",2019-08-20 07:00:00,2019-08-20,7,20,8
"504","BAR-PDLA - Parque de las Aguas","Medellin","CO","2019-08-20T06:00:00.000Z","2019-08-20T01:00:00-05:00","o3",0.003,"ppm",6.4067135,-75.419487,"[{""url"":""https://siata.gov.co/"",""name"":""Sistema de Alerta Temprana de Medellín y el Valle de Aburrá - SIATA""}]",2019-08-20 06:00:00,2019-08-20,6,20,8
"505","BAR-PDLA - Parque de las Aguas","Medellin","CO","2019-08-20T05:00:00.000Z","2019-08-20T00:00:00-05:00","o3",0.0043,"ppm",6.4067135,-75.419487,"[{""url"":""https://siata.gov.co/"",""name"":""Sistema de Alerta Temprana de Medellín y el Valle de Aburrá - SIATA""}]",2019-08-20 05:00:00,2019-08-20,5,20,8
"506","BAR-PDLA - Parque de las Aguas","Medellin","CO","2019-08-20T04:00:00.000Z","2019-08-19T23:00:00-05:00","o3",0.0056,"ppm",6.4067135,-75.419487,"[{""url"":""https://siata.gov.co/"",""name"":""Sistema de Alerta Temprana de Medellín y el Valle de Aburrá - SIATA""}]",2019-08-20 04:00:00,2019-08-20,4,20,8
"507","BAR-PDLA - Parque de las Aguas","Medellin","CO","2019-08-20T03:00:00.000Z","2019-08-19T22:00:00-05:00","o3",0.0088,"ppm",6.4067135,-75.419487,"[{""url"":""https://siata.gov.co/"",""name"":""Sistema de Alerta Temprana de Medellín y el Valle de Aburrá - SIATA""}]",2019-08-20 03:00:00,2019-08-20,3,20,8
"508","BAR-PDLA - Parque de las Aguas","Medellin","CO","2019-08-20T02:00:00.000Z","2019-08-19T21:00:00-05:00","o3",0.0174,"ppm",6.4067135,-75.419487,"[{""url"":""https://siata.gov.co/"",""name"":""Sistema de Alerta Temprana de Medellín y el Valle de Aburrá - SIATA""}]",2019-08-20 02:00:00,2019-08-20,2,20,8
"509","BAR-PDLA - Parque de las Aguas","Medellin","CO","2019-08-20T01:00:00.000Z","2019-08-19T20:00:00-05:00","o3",0.0242,"ppm",6.4067135,-75.419487,"[{""url"":""https://siata.gov.co/"",""name"":""Sistema de Alerta Temprana de Medellín y el Valle de Aburrá - SIATA""}]",2019-08-20 01:00:00,2019-08-20,1,20,8
"510","BAR-PDLA - Parque de las Aguas","Medellin","CO","2019-08-20T00:00:00.000Z","2019-08-19T19:00:00-05:00","o3",0.0314,"ppm",6.4067135,-75.419487,"[{""url"":""https://siata.gov.co/"",""name"":""Sistema de Alerta Temprana de Medellín y el Valle de Aburrá - SIATA""}]",2019-08-20 00:00:00,2019-08-20,0,20,8
"511","BAR-PDLA - Parque de las Aguas","Medellin","CO","2019-08-19T23:00:00.000Z","2019-08-19T18:00:00-05:00","o3",0.0357,"ppm",6.4067135,-75.419487,"[{""url"":""https://siata.gov.co/"",""name"":""Sistema de Alerta Temprana de Medellín y el Valle de Aburrá - SIATA""}]",2019-08-19 23:00:00,2019-08-19,23,19,8
"512","BAR-PDLA - Parque de las Aguas","Medellin","CO","2019-08-19T22:00:00.000Z","2019-08-19T17:00:00-05:00","o3",0.0359,"ppm",6.4067135,-75.419487,"[{""url"":""https://siata.gov.co/"",""name"":""Sistema de Alerta Temprana de Medellín y el Valle de Aburrá - SIATA""}]",2019-08-19 22:00:00,2019-08-19,22,19,8
"513","BAR-PDLA - Parque de las Aguas","Medellin","CO","2019-08-19T21:00:00.000Z","2019-08-19T16:00:00-05:00","o3",0.031,"ppm",6.4067135,-75.419487,"[{""url"":""https://siata.gov.co/"",""name"":""Sistema de Alerta Temprana de Medellín y el Valle de Aburrá - SIATA""}]",2019-08-19 21:00:00,2019-08-19,21,19,8
"514","BAR-PDLA - Parque de las Aguas","Medellin","CO","2019-08-19T20:00:00.000Z","2019-08-19T15:00:00-05:00","o3",0.0295,"ppm",6.4067135,-75.419487,"[{""url"":""https://siata.gov.co/"",""name"":""Sistema de Alerta Temprana de Medellín y el Valle de Aburrá - SIATA""}]",2019-08-19 20:00:00,2019-08-19,20,19,8
"515","BAR-PDLA - Parque de las Aguas","Medellin","CO","2019-08-19T19:00:00.000Z","2019-08-19T14:00:00-05:00","o3",0.0307,"ppm",6.4067135,-75.419487,"[{""url"":""https://siata.gov.co/"",""name"":""Sistema de Alerta Temprana de Medellín y el Valle de Aburrá - SIATA""}]",2019-08-19 19:00:00,2019-08-19,19,19,8
"516","BAR-PDLA - Parque de las Aguas","Medellin","CO","2019-08-19T18:00:00.000Z","2019-08-19T13:00:00-05:00","o3",0.0321,"ppm",6.4067135,-75.419487,"[{""url"":""https://siata.gov.co/"",""name"":""Sistema de Alerta Temprana de Medellín y el Valle de Aburrá - SIATA""}]",2019-08-19 18:00:00,2019-08-19,18,19,8
"517","BAR-PDLA - Parque de las Aguas","Medellin","CO","2019-08-19T17:00:00.000Z","2019-08-19T12:00:00-05:00","o3",0.0346,"ppm",6.4067135,-75.419487,"[{""url"":""https://siata.gov.co/"",""name"":""Sistema de Alerta Temprana de Medellín y el Valle de Aburrá - SIATA""}]",2019-08-19 17:00:00,2019-08-19,17,19,8
"518","BAR-PDLA - Parque de las Aguas","Medellin","CO","2019-08-19T16:00:00.000Z","2019-08-19T11:00:00-05:00","o3",0.0357,"ppm",6.4067135,-75.419487,"[{""url"":""https://siata.gov.co/"",""name"":""Sistema de Alerta Temprana de Medellín y el Valle de Aburrá - SIATA""}]",2019-08-19 16:00:00,2019-08-19,16,19,8
"519","BAR-PDLA - Parque de las Aguas","Medellin","CO","2019-08-19T15:00:00.000Z","2019-08-19T10:00:00-05:00","o3",0.0363,"ppm",6.4067135,-75.419487,"[{""url"":""https://siata.gov.co/"",""name"":""Sistema de Alerta Temprana de Medellín y el Valle de Aburrá - SIATA""}]",2019-08-19 15:00:00,2019-08-19,15,19,8
"520","BAR-PDLA - Parque de las Aguas","Medellin","CO","2019-08-19T14:00:00.000Z","2019-08-19T09:00:00-05:00","o3",0.0248,"ppm",6.4067135,-75.419487,"[{""url"":""https://siata.gov.co/"",""name"":""Sistema de Alerta Temprana de Medellín y el Valle de Aburrá - SIATA""}]",2019-08-19 14:00:00,2019-08-19,14,19,8
"521","BAR-PDLA - Parque de las Aguas","Medellin","CO","2019-08-19T13:00:00.000Z","2019-08-19T08:00:00-05:00","o3",0.0064,"ppm",6.4067135,-75.419487,"[{""url"":""https://siata.gov.co/"",""name"":""Sistema de Alerta Temprana de Medellín y el Valle de Aburrá - SIATA""}]",2019-08-19 13:00:00,2019-08-19,13,19,8
"522","BAR-PDLA - Parque de las Aguas","Medellin","CO","2019-08-19T12:00:00.000Z","2019-08-19T07:00:00-05:00","o3",0.0019,"ppm",6.4067135,-75.419487,"[{""url"":""https://siata.gov.co/"",""name"":""Sistema de Alerta Temprana de Medellín y el Valle de Aburrá - SIATA""}]",2019-08-19 12:00:00,2019-08-19,12,19,8
"523","BAR-PDLA - Parque de las Aguas","Medellin","CO","2019-08-19T11:00:00.000Z","2019-08-19T06:00:00-05:00","o3",0.0017,"ppm",6.4067135,-75.419487,"[{""url"":""https://siata.gov.co/"",""name"":""Sistema de Alerta Temprana de Medellín y el Valle de Aburrá - SIATA""}]",2019-08-19 11:00:00,2019-08-19,11,19,8
"524","BAR-PDLA - Parque de las Aguas","Medellin","CO","2019-08-19T10:00:00.000Z","2019-08-19T05:00:00-05:00","o3",0.0021,"ppm",6.4067135,-75.419487,"[{""url"":""https://siata.gov.co/"",""name"":""Sistema de Alerta Temprana de Medellín y el Valle de Aburrá - SIATA""}]",2019-08-19 10:00:00,2019-08-19,10,19,8
"525","BAR-PDLA - Parque de las Aguas","Medellin","CO","2019-08-19T09:00:00.000Z","2019-08-19T04:00:00-05:00","o3",0.0036,"ppm",6.4067135,-75.419487,"[{""url"":""https://siata.gov.co/"",""name"":""Sistema de Alerta Temprana de Medellín y el Valle de Aburrá - SIATA""}]",2019-08-19 09:00:00,2019-08-19,9,19,8
"526","BAR-PDLA - Parque de las Aguas","Medellin","CO","2019-08-19T08:00:00.000Z","2019-08-19T03:00:00-05:00","o3",0.0056,"ppm",6.4067135,-75.419487,"[{""url"":""https://siata.gov.co/"",""name"":""Sistema de Alerta Temprana de Medellín y el Valle de Aburrá - SIATA""}]",2019-08-19 08:00:00,2019-08-19,8,19,8
"527","BAR-PDLA - Parque de las Aguas","Medellin","CO","2019-08-19T07:00:00.000Z","2019-08-19T02:00:00-05:00","o3",0.0116,"ppm",6.4067135,-75.419487,"[{""url"":""https://siata.gov.co/"",""name"":""Sistema de Alerta Temprana de Medellín y el Valle de Aburrá - SIATA""}]",2019-08-19 07:00:00,2019-08-19,7,19,8
"528","BAR-PDLA - Parque de las Aguas","Medellin","CO","2019-08-19T06:00:00.000Z","2019-08-19T01:00:00-05:00","o3",0.0197,"ppm",6.4067135,-75.419487,"[{""url"":""https://siata.gov.co/"",""name"":""Sistema de Alerta Temprana de Medellín y el Valle de Aburrá - SIATA""}]",2019-08-19 06:00:00,2019-08-19,6,19,8
"529","BAR-PDLA - Parque de las Aguas","Medellin","CO","2019-08-19T05:00:00.000Z","2019-08-19T00:00:00-05:00","o3",0.0174,"ppm",6.4067135,-75.419487,"[{""url"":""https://siata.gov.co/"",""name"":""Sistema de Alerta Temprana de Medellín y el Valle de Aburrá - SIATA""}]",2019-08-19 05:00:00,2019-08-19,5,19,8
"530","BAR-PDLA - Parque de las Aguas","Medellin","CO","2019-08-19T04:00:00.000Z","2019-08-18T23:00:00-05:00","o3",0.0201,"ppm",6.4067135,-75.419487,"[{""url"":""https://siata.gov.co/"",""name"":""Sistema de Alerta Temprana de Medellín y el Valle de Aburrá - SIATA""}]",2019-08-19 04:00:00,2019-08-19,4,19,8
"531","BAR-PDLA - Parque de las Aguas","Medellin","CO","2019-08-19T03:00:00.000Z","2019-08-18T22:00:00-05:00","o3",0.0239,"ppm",6.4067135,-75.419487,"[{""url"":""https://siata.gov.co/"",""name"":""Sistema de Alerta Temprana de Medellín y el Valle de Aburrá - SIATA""}]",2019-08-19 03:00:00,2019-08-19,3,19,8
"532","BAR-PDLA - Parque de las Aguas","Medellin","CO","2019-08-19T02:00:00.000Z","2019-08-18T21:00:00-05:00","o3",0.0283,"ppm",6.4067135,-75.419487,"[{""url"":""https://siata.gov.co/"",""name"":""Sistema de Alerta Temprana de Medellín y el Valle de Aburrá - SIATA""}]",2019-08-19 02:00:00,2019-08-19,2,19,8
"533","BAR-PDLA - Parque de las Aguas","Medellin","CO","2019-08-19T01:00:00.000Z","2019-08-18T20:00:00-05:00","o3",0.0286,"ppm",6.4067135,-75.419487,"[{""url"":""https://siata.gov.co/"",""name"":""Sistema de Alerta Temprana de Medellín y el Valle de Aburrá - SIATA""}]",2019-08-19 01:00:00,2019-08-19,1,19,8
"534","BAR-PDLA - Parque de las Aguas","Medellin","CO","2019-08-19T00:00:00.000Z","2019-08-18T19:00:00-05:00","o3",0.0328,"ppm",6.4067135,-75.419487,"[{""url"":""https://siata.gov.co/"",""name"":""Sistema de Alerta Temprana de Medellín y el Valle de Aburrá - SIATA""}]",2019-08-19 00:00:00,2019-08-19,0,19,8
"535","BAR-PDLA - Parque de las Aguas","Medellin","CO","2019-08-18T23:00:00.000Z","2019-08-18T18:00:00-05:00","o3",0.0344,"ppm",6.4067135,-75.419487,"[{""url"":""https://siata.gov.co/"",""name"":""Sistema de Alerta Temprana de Medellín y el Valle de Aburrá - SIATA""}]",2019-08-18 23:00:00,2019-08-18,23,18,8
"536","BAR-PDLA - Parque de las Aguas","Medellin","CO","2019-08-18T22:00:00.000Z","2019-08-18T17:00:00-05:00","o3",0.0359,"ppm",6.4067135,-75.419487,"[{""url"":""https://siata.gov.co/"",""name"":""Sistema de Alerta Temprana de Medellín y el Valle de Aburrá - SIATA""}]",2019-08-18 22:00:00,2019-08-18,22,18,8
"537","BAR-PDLA - Parque de las Aguas","Medellin","CO","2019-08-18T21:00:00.000Z","2019-08-18T16:00:00-05:00","o3",0.0344,"ppm",6.4067135,-75.419487,"[{""url"":""https://siata.gov.co/"",""name"":""Sistema de Alerta Temprana de Medellín y el Valle de Aburrá - SIATA""}]",2019-08-18 21:00:00,2019-08-18,21,18,8
"538","BAR-PDLA - Parque de las Aguas","Medellin","CO","2019-08-18T20:00:00.000Z","2019-08-18T15:00:00-05:00","o3",0.035,"ppm",6.4067135,-75.419487,"[{""url"":""https://siata.gov.co/"",""name"":""Sistema de Alerta Temprana de Medellín y el Valle de Aburrá - SIATA""}]",2019-08-18 20:00:00,2019-08-18,20,18,8
"539","BAR-PDLA - Parque de las Aguas","Medellin","CO","2019-08-18T19:00:00.000Z","2019-08-18T14:00:00-05:00","o3",0.0383,"ppm",6.4067135,-75.419487,"[{""url"":""https://siata.gov.co/"",""name"":""Sistema de Alerta Temprana de Medellín y el Valle de Aburrá - SIATA""}]",2019-08-18 19:00:00,2019-08-18,19,18,8
"540","BAR-PDLA - Parque de las Aguas","Medellin","CO","2019-08-18T18:00:00.000Z","2019-08-18T13:00:00-05:00","o3",0.04,"ppm",6.4067135,-75.419487,"[{""url"":""https://siata.gov.co/"",""name"":""Sistema de Alerta Temprana de Medellín y el Valle de Aburrá - SIATA""}]",2019-08-18 18:00:00,2019-08-18,18,18,8
"541","BAR-PDLA - Parque de las Aguas","Medellin","CO","2019-08-18T17:00:00.000Z","2019-08-18T12:00:00-05:00","o3",0.0422,"ppm",6.4067135,-75.419487,"[{""url"":""https://siata.gov.co/"",""name"":""Sistema de Alerta Temprana de Medellín y el Valle de Aburrá - SIATA""}]",2019-08-18 17:00:00,2019-08-18,17,18,8
"542","BAR-PDLA - Parque de las Aguas","Medellin","CO","2019-08-18T16:00:00.000Z","2019-08-18T11:00:00-05:00","o3",0.0394,"ppm",6.4067135,-75.419487,"[{""url"":""https://siata.gov.co/"",""name"":""Sistema de Alerta Temprana de Medellín y el Valle de Aburrá - SIATA""}]",2019-08-18 16:00:00,2019-08-18,16,18,8
"543","BAR-PDLA - Parque de las Aguas","Medellin","CO","2019-08-18T15:00:00.000Z","2019-08-18T10:00:00-05:00","o3",0.0319,"ppm",6.4067135,-75.419487,"[{""url"":""https://siata.gov.co/"",""name"":""Sistema de Alerta Temprana de Medellín y el Valle de Aburrá - SIATA""}]",2019-08-18 15:00:00,2019-08-18,15,18,8
"544","BAR-PDLA - Parque de las Aguas","Medellin","CO","2019-08-18T14:00:00.000Z","2019-08-18T09:00:00-05:00","o3",0.0134,"ppm",6.4067135,-75.419487,"[{""url"":""https://siata.gov.co/"",""name"":""Sistema de Alerta Temprana de Medellín y el Valle de Aburrá - SIATA""}]",2019-08-18 14:00:00,2019-08-18,14,18,8
"545","BAR-PDLA - Parque de las Aguas","Medellin","CO","2019-08-18T13:00:00.000Z","2019-08-18T08:00:00-05:00","o3",0.0041,"ppm",6.4067135,-75.419487,"[{""url"":""https://siata.gov.co/"",""name"":""Sistema de Alerta Temprana de Medellín y el Valle de Aburrá - SIATA""}]",2019-08-18 13:00:00,2019-08-18,13,18,8
"546","BAR-PDLA - Parque de las Aguas","Medellin","CO","2019-08-18T12:00:00.000Z","2019-08-18T07:00:00-05:00","o3",0.0018,"ppm",6.4067135,-75.419487,"[{""url"":""https://siata.gov.co/"",""name"":""Sistema de Alerta Temprana de Medellín y el Valle de Aburrá - SIATA""}]",2019-08-18 12:00:00,2019-08-18,12,18,8
